temperature;wetness;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
15.1;2.2;100;3349;2024-07-04T23:16:01.248855731Z;979;santorsola-wetsd-2
14.9;2.3;100;3349;2024-07-04T23:36:00.765868763Z;979;santorsola-wetsd-2
14.9;2.3;100;3349;2024-07-04T23:56:00.768794916Z;979;santorsola-wetsd-2
14.7;2.3;100;3354;2024-07-05T00:16:01.162765392Z;979;santorsola-wetsd-2
14.4;2.1;100;3349;2024-07-05T00:36:01.162312806Z;979;santorsola-wetsd-2
14.2;2.3;100;3349;2024-07-05T00:56:00.770424116Z;979;santorsola-wetsd-2
14.1;2.5;100;3347;2024-07-05T01:16:01.171101940Z;979;santorsola-wetsd-2
13.9;2.5;100;3347;2024-07-05T01:36:01.006039047Z;979;santorsola-wetsd-2
13.7;2.3;100;3345;2024-07-05T01:56:01.160905964Z;979;santorsola-wetsd-2
13.6;2.3;100;3340;2024-07-05T02:16:01.162449842Z;979;santorsola-wetsd-2
13.4;2.5;100;3342;2024-07-05T02:36:01.086225973Z;979;santorsola-wetsd-2
13.3;2.5;100;3342;2024-07-05T02:56:01.085301504Z;979;santorsola-wetsd-2
13.1;2.5;100;3347;2024-07-05T03:16:01.096242621Z;979;santorsola-wetsd-2
13.2;2.7;100;3345;2024-07-05T03:36:01.083859214Z;979;santorsola-wetsd-2
13.4;2.7;100;3347;2024-07-05T03:56:01.082979313Z;979;santorsola-wetsd-2
