,receivedAt,dewpoint_mean,temperature_mean,humidity_mean,vaporPressureDeficit_mean,dewpoint_max,temperature_max,humidity_max,vaporPressureDeficit_max,dewpoint_min,temperature_min,humidity_min,vaporPressureDeficit_min
123,2024-10-31 00:00:00+00:00,9.005797101449275,10.337681159420288,93.12898550724637,0.17666666666666667,17.1,23.8,100.0,1.24,4.7,4.7,57.0,0.0
124,2024-11-01 00:00:00+00:00,8.406944444444443,9.930555555555555,92.27638888888889,0.1975,17.7,23.8,100.0,1.29,3.4,3.4,56.2,0.0
125,2024-11-02 00:00:00+00:00,7.563888888888889,8.993055555555555,92.73611111111111,0.18000000000000002,16.8,23.5,100.0,1.4,2.5,2.5,51.5,0.0
126,2024-11-03 00:00:00+00:00,6.2125,7.652777777777778,92.58888888888889,0.16527777777777777,15.8,21.5,100.0,1.16,1.4,1.4,54.6,0.0
127,2024-11-04 00:00:00+00:00,5.944444444444445,7.297222222222222,92.99722222222222,0.15708333333333335,15.8,21.5,100.0,1.08,0.8,0.8,57.7,0.0
128,2024-11-05 00:00:00+00:00,4.15,5.268055555555556,94.01388888888889,0.10708333333333334,14.0,18.9,100.0,1.02,-1.1,-1.1,53.2,0.0
129,2024-11-06 00:00:00+00:00,3.6183098591549294,5.176056338028169,92.11971830985915,0.15985915492957745,14.0,20.3,100.0,1.19,-1.5,-1.5,48.6,0.0
130,2024-11-07 00:00:00+00:00,3.4492957746478874,5.3042253521126765,90.55492957746479,0.1852112676056338,14.0,19.8,100.0,1.15,-1.2,-1.2,48.5,0.0
131,2024-11-08 00:00:00+00:00,3.7055555555555557,4.430555555555555,95.78055555555555,0.06472222222222222,13.6,16.8,100.0,0.68,-1.9,-1.9,64.6,0.0
132,2024-11-09 00:00:00+00:00,3.984722222222222,4.952777777777778,94.72222222222223,0.095,14.5,18.5,100.0,0.85,-0.4,-0.4,59.6,0.0
133,2024-11-10 00:00:00+00:00,2.9774647887323944,4.229577464788733,93.43943661971831,0.12084507042253521,14.9,19.5,100.0,1.15,-2.1,-2.1,49.1,0.0
134,2024-11-11 00:00:00+00:00,2.057746478873239,3.343661971830986,93.09295774647887,0.11422535211267605,12.8,17.5,100.0,0.89,-2.5,-2.5,55.0,0.0
135,2024-11-12 00:00:00+00:00,0.8041666666666667,2.423611111111111,91.56944444444444,0.13541666666666666,10.5,16.9,100.0,0.95,-3.5,-3.5,50.1,0.0
136,2024-11-13 00:00:00+00:00,2.0338028169014084,3.3112676056338026,92.78732394366196,0.09563380281690141,12.0,16.8,100.0,1.01,-4.0,-4.0,47.2,0.0
137,2024-11-14 00:00:00+00:00,1.6819444444444445,3.9541666666666666,88.71805555555555,0.1809722222222222,10.0,18.0,100.0,1.19,-2.9,-2.9,40.4,0.0
138,2024-11-15 00:00:00+00:00,-0.45352112676056333,0.9098591549295774,92.65211267605635,0.09647887323943662,11.1,15.0,100.0,0.89,-4.6,-4.6,46.0,0.0
139,2024-11-16 00:00:00+00:00,-0.24929577464788732,1.111267605633803,92.91971830985916,0.10577464788732394,11.6,16.3,100.0,1.03,-4.4,-4.4,44.5,0.0
140,2024-11-17 00:00:00+00:00,-0.7041666666666666,0.6597222222222222,92.71944444444445,0.0961111111111111,9.6,14.3,100.0,0.86,-4.8,-4.8,47.4,0.0
141,2024-11-18 00:00:00+00:00,0.9249999999999999,1.5777777777777777,95.94305555555555,0.04097222222222222,8.3,9.5,100.0,0.24,-2.7,-2.7,77.9,0.0
142,2024-11-19 00:00:00+00:00,1.8971830985915492,2.6239436619718313,95.84788732394365,0.05492957746478873,7.2,14.0,100.0,0.63,-2.1,-2.1,60.9,0.0
143,2024-11-20 00:00:00+00:00,0.8535211267605634,4.8676056338028175,79.47605633802817,0.19394366197183097,11.5,14.9,100.0,1.0,-9.9,-3.3,31.2,0.0
144,2024-11-21 00:00:00+00:00,-4.742857142857143,-0.5585714285714286,76.02,0.16842857142857146,-0.1,5.5,100.0,0.44,-7.3,-6.6,47.8,0.0
145,2024-11-22 00:00:00+00:00,-5.0647887323943666,2.026760563380282,66.47746478873239,0.31126760563380285,0.1,12.5,100.0,1.09,-12.5,-4.7,24.7,0.0
146,2024-11-23 00:00:00+00:00,-4.197222222222222,-0.6055555555555555,80.27361111111111,0.17333333333333334,-1.2,12.4,100.0,0.9,-6.6,-5.8,37.2,0.0
147,2024-11-24 00:00:00+00:00,-2.308333333333333,-0.09444444444444448,87.54583333333333,0.11666666666666667,1.1,10.6,100.0,0.64,-4.5,-4.5,50.0,0.0
148,2024-11-25 00:00:00+00:00,-0.9138888888888889,0.34305555555555556,92.73055555555555,0.07527777777777778,3.7,11.9,100.0,0.62,-3.4,-3.4,55.7,0.0
149,2024-11-26 00:00:00+00:00,3.086111111111111,3.801388888888889,95.43194444444445,0.045000000000000005,5.6,8.8,100.0,0.25,-2.4,-2.4,77.2,0.0
150,2024-11-27 00:00:00+00:00,5.8112676056338035,6.516901408450704,95.82816901408451,0.05915492957746479,9.9,16.8,100.0,0.69,3.5,3.5,64.1,0.0
151,2024-11-28 00:00:00+00:00,5.1625,6.1097222222222225,94.40138888888889,0.07708333333333334,9.6,14.8,100.0,0.48,-0.2,-0.2,71.3,0.0
152,2024-11-29 00:00:00+00:00,-1.2194444444444443,-0.30833333333333335,94.82083333333334,0.05458333333333334,9.6,12.1,100.0,0.69,-4.6,-4.6,47.3,0.0
153,2024-11-30 00:00:00+00:00,-2.611267605633803,-1.615492957746479,94.44788732394366,0.06338028169014084,7.3,11.5,100.0,0.62,-5.6,-5.6,53.7,0.0
154,2024-12-01 00:00:00+00:00,-2.488888888888889,-1.1819444444444445,92.91111111111111,0.07875,9.0,11.7,100.0,0.7,-6.1,-6.1,48.8,0.0
155,2024-12-02 00:00:00+00:00,-2.9055555555555554,-1.3833333333333333,91.73611111111111,0.09319444444444444,3.9,12.1,100.0,0.71,-6.5,-6.5,48.0,0.0
156,2024-12-03 00:00:00+00:00,0.22500000000000003,1.3208333333333333,93.05416666666666,0.059583333333333335,3.0,6.6,100.0,0.23,-4.2,-4.2,76.2,0.0
157,2024-12-04 00:00:00+00:00,1.8152777777777775,2.148611111111111,97.83194444444445,0.020833333333333332,5.8,7.9,100.0,0.14,-3.5,-3.5,86.4,0.0
158,2024-12-05 00:00:00+00:00,-2.2535211267605635,-2.029577464788732,98.49577464788732,0.013380281690140846,7.6,8.9,100.0,0.11,-6.1,-6.1,90.2,0.0
