dewpoint;vaporPressureDeficit;batteryValue;temperature;humidity;batteryLevel;receivedAt;device;providerDeviceId
14.7;1.66;3683;25.9;50.2;100;2025-05-04T08:36:18.519386888Z;551;santorsola-thrd-5
12.4;1.75;3683;25.1;45.2;100;2025-05-04T08:56:18.507316757Z;551;santorsola-thrd-5
12.1;1.25;3681;22.1;53.1;100;2025-05-04T09:16:18.497930451Z;551;santorsola-thrd-5
14.6;1.53;3681;25.1;52.1;100;2025-05-04T09:36:18.490883279Z;551;santorsola-thrd-5
15.5;1.98;3681;27.8;47;100;2025-05-04T09:56:18.460325044Z;551;santorsola-thrd-5
14.9;2.27;3681;28.8;42.7;100;2025-05-04T10:16:18.474955730Z;551;santorsola-thrd-5
14.9;2.22;3681;28.6;43.2;100;2025-05-04T10:36:18.472559795Z;551;santorsola-thrd-5
15.4;2.37;3681;29.5;42.5;100;2025-05-04T10:56:18.474133870Z;551;santorsola-thrd-5
17.3;2.4;3681;30.5;45.1;100;2025-05-04T11:16:18.459195416Z;551;santorsola-thrd-5
15;2.49;3681;29.8;40.7;100;2025-05-04T11:36:18.459688063Z;551;santorsola-thrd-5
16.1;2.44;3681;30.1;42.8;100;2025-05-04T11:56:18.463615202Z;551;santorsola-thrd-5
13.7;1.58;3681;24.9;49.9;100;2025-05-04T12:16:18.461993057Z;551;santorsola-thrd-5
14.1;1.27;3678;23.4;56;100;2025-05-04T12:36:18.443704782Z;551;santorsola-thrd-5
14.1;1.42;3681;24.3;53.1;100;2025-05-04T12:56:18.433532396Z;551;santorsola-thrd-5
14.5;1.19;3681;23.2;58;100;2025-05-04T13:16:18.352416471Z;551;santorsola-thrd-5
13.4;1.31;3681;23.2;54.1;100;2025-05-04T13:36:18.402652577Z;551;santorsola-thrd-5
14.2;1.03;3681;22.1;61.1;100;2025-05-04T13:56:18.420716330Z;551;santorsola-thrd-5
14.9;0.75;3681;20.8;69.3;100;2025-05-04T14:16:18.382521229Z;551;santorsola-thrd-5
13.7;0.87;3681;20.7;64.4;100;2025-05-04T14:36:18.358315458Z;551;santorsola-thrd-5
12.8;0.89;3681;20.2;62.6;100;2025-05-04T14:56:18.324996833Z;551;santorsola-thrd-5
13.6;0.82;3681;20.3;65.6;100;2025-05-04T15:16:18.325323318Z;551;santorsola-thrd-5
13.4;0.86;3683;20.4;64.3;100;2025-05-04T15:36:18.304419986Z;551;santorsola-thrd-5
13.1;0.89;3670;20.4;62.9;100;2025-05-04T15:56:18.274074828Z;551;santorsola-thrd-5
12.9;0.69;3681;18.9;68.3;100;2025-05-04T16:16:18.271371860Z;551;santorsola-thrd-5
13.6;0.6;3681;18.7;72.2;100;2025-05-04T16:36:18.234858005Z;551;santorsola-thrd-5
13.5;0.56;3681;18.4;73.5;100;2025-05-04T16:56:18.212107134Z;551;santorsola-thrd-5
13.5;0.52;3681;18;74.9;100;2025-05-04T17:16:18.138993431Z;551;santorsola-thrd-5
13.2;0.52;3681;17.8;74.6;100;2025-05-04T17:36:18.183986915Z;551;santorsola-thrd-5
12.9;0.49;3683;17.4;75.2;100;2025-05-04T17:56:17.848642831Z;551;santorsola-thrd-5
12.9;0.45;3681;17;77;100;2025-05-04T18:16:18.146138559Z;551;santorsola-thrd-5
12.8;0.42;3683;16.7;77.7;100;2025-05-04T18:36:18.126594918Z;551;santorsola-thrd-5
13;0.39;3683;16.6;79.4;100;2025-05-04T18:56:18.103400129Z;551;santorsola-thrd-5
12.8;0.42;3683;16.7;77.7;100;2025-05-04T19:16:18.094442152Z;551;santorsola-thrd-5
12.8;0.41;3683;16.6;78.5;100;2025-05-04T19:36:18.074263093Z;551;santorsola-thrd-5
12.7;0.4;3683;16.5;78.5;100;2025-05-04T19:56:17.750303968Z;551;santorsola-thrd-5
13.3;0.28;3683;15.9;84.6;100;2025-05-04T20:16:18.044080342Z;551;santorsola-thrd-5
13.5;0.21;3683;15.5;88.1;100;2025-05-04T20:36:17.956758714Z;551;santorsola-thrd-5
13.5;0.2;3681;15.4;88.4;100;2025-05-04T20:56:18.002502713Z;551;santorsola-thrd-5
13.5;0.17;3683;15.1;90.2;100;2025-05-04T21:16:17.985298563Z;551;santorsola-thrd-5
13.5;0.14;3683;14.8;91.9;100;2025-05-04T21:36:17.894417682Z;551;santorsola-thrd-5
13.2;0.16;3683;14.8;90.5;100;2025-05-04T21:56:17.893286805Z;551;santorsola-thrd-5
13.2;0.16;3683;14.7;90.6;100;2025-05-04T22:16:17.928780175Z;551;santorsola-thrd-5
13.2;0.15;3683;14.7;91;100;2025-05-04T22:36:17.912119280Z;551;santorsola-thrd-5
13.3;0.11;3681;14.4;93.3;100;2025-05-04T22:56:17.903149649Z;551;santorsola-thrd-5
13.4;0.1;3683;14.3;94.1;100;2025-05-04T23:16:17.879646812Z;551;santorsola-thrd-5
13.4;0.08;3683;14.2;94.8;100;2025-05-04T23:36:17.874075525Z;551;santorsola-thrd-5
13.3;0.08;3681;14.1;95.2;100;2025-05-04T23:56:17.833085074Z;551;santorsola-thrd-5
13.5;0.06;3683;14.1;96;100;2025-05-05T00:16:17.815079035Z;551;santorsola-thrd-5
13.4;0.07;3683;14.1;95.4;100;2025-05-05T00:36:17.801511318Z;551;santorsola-thrd-5
13.3;0.08;3683;14;95.3;100;2025-05-05T00:56:17.792543226Z;551;santorsola-thrd-5
13.3;0.06;3683;13.9;96;100;2025-05-05T01:16:17.771411090Z;551;santorsola-thrd-5
13.3;0.06;3678;13.9;96;100;2025-05-05T01:36:17.748455248Z;551;santorsola-thrd-5
13.2;0.07;3683;13.9;95.8;100;2025-05-05T01:56:17.738916786Z;551;santorsola-thrd-5
13.1;0.07;3683;13.8;95.8;100;2025-05-05T02:16:17.711245780Z;551;santorsola-thrd-5
13.3;0.07;3683;14;95.6;100;2025-05-05T02:36:17.380325917Z;551;santorsola-thrd-5
13.2;0.07;3683;13.9;95.7;100;2025-05-05T02:56:17.686891946Z;551;santorsola-thrd-5
13.2;0.06;3683;13.8;96.5;100;2025-05-05T03:16:17.654883532Z;551;santorsola-thrd-5
13.2;0.04;3681;13.6;97.2;100;2025-05-05T03:36:17.588756387Z;551;santorsola-thrd-5
13.2;0.04;3683;13.6;97.5;100;2025-05-05T03:56:17.629685484Z;551;santorsola-thrd-5
13.3;0.04;3683;13.7;97.2;100;2025-05-05T04:16:17.610634608Z;551;santorsola-thrd-5
13.3;0.04;3683;13.7;97.2;100;2025-05-05T04:36:17.593653016Z;551;santorsola-thrd-5
13.3;0.04;3683;13.7;97.4;100;2025-05-05T04:56:17.572637919Z;551;santorsola-thrd-5
13.4;0.04;3683;13.8;97.5;100;2025-05-05T05:16:17.555040174Z;551;santorsola-thrd-5
13.3;0.04;3683;13.7;97.5;100;2025-05-05T05:36:17.545472245Z;551;santorsola-thrd-5
13.4;0.04;3681;13.8;97.5;100;2025-05-05T05:56:17.515555200Z;551;santorsola-thrd-5
13.4;0.04;3683;13.8;97.5;100;2025-05-05T06:16:17.506414988Z;551;santorsola-thrd-5
13.6;0.06;3683;14.2;96;100;2025-05-05T06:36:17.177986135Z;551;santorsola-thrd-5
13.8;0.14;3681;15.2;91.7;100;2025-05-05T06:56:17.475573741Z;551;santorsola-thrd-5
13.8;0.23;3683;15.9;87.3;100;2025-05-05T07:16:17.457238771Z;551;santorsola-thrd-5
15.1;0.57;3683;19.7;75;100;2025-05-05T07:36:17.430637887Z;551;santorsola-thrd-5
15.6;1.01;3681;22.9;63.7;100;2025-05-05T07:56:17.425141977Z;551;santorsola-thrd-5
13.4;0.66;3683;19;70.1;100;2025-05-05T08:16:17.422143009Z;551;santorsola-thrd-5
13.1;0.39;3683;16.7;79.7;100;2025-05-05T08:36:17.398266507Z;551;santorsola-thrd-5
15.2;1.24;3683;23.9;58.2;100;2025-05-05T08:56:17.318270522Z;551;santorsola-thrd-5
13.8;1.28;3681;23.3;55.4;100;2025-05-05T09:16:17.351303132Z;551;santorsola-thrd-5
12.9;0.59;3681;18.2;71.6;100;2025-05-05T09:36:17.353138179Z;551;santorsola-thrd-5
13.6;0.99;3683;21.4;61.1;100;2025-05-05T09:56:17.343575961Z;551;santorsola-thrd-5
13.2;0.59;3683;18.4;72;100;2025-05-05T10:16:17.260026508Z;551;santorsola-thrd-5
15.7;1.17;3683;23.9;60.4;100;2025-05-05T10:36:17.300211502Z;551;santorsola-thrd-5
14;0.75;3681;20.1;68.1;100;2025-05-05T10:56:17.292239844Z;551;santorsola-thrd-5
13.3;0.46;3681;17.4;76.9;100;2025-05-05T11:16:17.275685977Z;551;santorsola-thrd-5
13.7;0.42;3683;17.4;78.8;100;2025-05-05T11:36:16.936931635Z;551;santorsola-thrd-5
14;0.39;3683;17.4;80.5;100;2025-05-05T11:56:16.915434101Z;551;santorsola-thrd-5
13.5;0.37;3683;16.8;80.8;100;2025-05-05T12:16:17.222301436Z;551;santorsola-thrd-5
13.7;0.35;3681;16.9;81.7;100;2025-05-05T12:36:17.133388984Z;551;santorsola-thrd-5
9.4;0.53;3683;15.1;68.9;100;2025-05-05T12:56:17.110735258Z;551;santorsola-thrd-5
10.3;0.3;3681;13.6;80.6;100;2025-05-05T13:16:16.845746033Z;551;santorsola-thrd-5
10.4;0.24;3683;13.1;83.9;100;2025-05-05T13:36:17.136018702Z;551;santorsola-thrd-5
11.5;0.32;3681;14.8;80.7;100;2025-05-05T13:56:17.130569587Z;551;santorsola-thrd-5
10.7;0.62;3683;16.8;67.6;100;2025-05-05T14:16:17.114750276Z;551;santorsola-thrd-5
10.5;0.35;3683;14.2;78.6;100;2025-05-05T14:56:17.073800013Z;551;santorsola-thrd-5
10.9;0.23;3683;13.4;84.9;100;2025-05-05T15:16:16.733452762Z;551;santorsola-thrd-5
11.7;0.27;3683;14.5;83.5;100;2025-05-05T15:36:17.035192368Z;551;santorsola-thrd-5
11.4;0.25;3683;14;84.5;100;2025-05-05T15:56:17.002570305Z;551;santorsola-thrd-5
11.2;0.22;3673;13.5;85.9;100;2025-05-05T16:16:17.001666602Z;551;santorsola-thrd-5
10.8;0.31;3683;14.1;80.7;100;2025-05-05T16:36:16.969775400Z;551;santorsola-thrd-5
11;0.21;3683;13.2;86.4;100;2025-05-05T16:56:16.955982029Z;551;santorsola-thrd-5
10.8;0.16;3683;12.6;88.7;100;2025-05-05T17:16:16.934765570Z;551;santorsola-thrd-5
10.5;0.15;3683;12.2;89.6;100;2025-05-05T17:36:16.917304432Z;551;santorsola-thrd-5
10.6;0.08;3683;11.6;93.8;100;2025-05-05T17:56:16.897219970Z;551;santorsola-thrd-5
10.7;0.06;3681;11.4;95.2;100;2025-05-05T18:16:16.892034877Z;551;santorsola-thrd-5
10.5;0.06;3683;11.2;95.6;100;2025-05-05T18:36:16.877595286Z;551;santorsola-thrd-5
10.6;0.05;3683;11.2;95.9;100;2025-05-05T18:56:16.848070948Z;551;santorsola-thrd-5
10.5;0.06;3683;11.2;95.5;100;2025-05-05T19:16:16.838240329Z;551;santorsola-thrd-5
10.4;0.05;3683;11;96.1;100;2025-05-05T19:36:16.828026412Z;551;santorsola-thrd-5
10.4;0.05;3683;11;96.3;100;2025-05-05T19:56:16.798160885Z;551;santorsola-thrd-5
10.6;0.04;3683;11.1;96.6;100;2025-05-05T20:16:16.791153617Z;551;santorsola-thrd-5
10.5;0.04;3683;11;96.7;100;2025-05-05T20:36:16.775627552Z;551;santorsola-thrd-5
10.4;0.04;3681;10.9;96.7;100;2025-05-05T20:56:16.438675143Z;551;santorsola-thrd-5
10.5;0.04;3683;10.9;97.1;100;2025-05-05T21:16:16.750954630Z;551;santorsola-thrd-5
10.4;0.03;3681;10.8;97.4;100;2025-05-05T21:36:16.730822772Z;551;santorsola-thrd-5
10.4;0.03;3683;10.8;97.6;100;2025-05-05T21:56:16.641616333Z;551;santorsola-thrd-5
10.5;0.03;3683;10.9;97.4;100;2025-05-05T22:16:16.676836494Z;551;santorsola-thrd-5
10.4;0.03;3683;10.8;97.3;100;2025-05-05T22:36:16.672022417Z;551;santorsola-thrd-5
10.4;0.03;3681;10.8;97.6;100;2025-05-05T22:56:16.665698508Z;551;santorsola-thrd-5
10.5;0.03;3681;10.8;97.8;100;2025-05-05T23:16:16.577206110Z;551;santorsola-thrd-5
10.4;0.03;3683;10.7;97.9;100;2025-05-05T23:36:16.301307612Z;551;santorsola-thrd-5
10.3;0.02;3681;10.6;98.1;100;2025-05-05T23:56:16.306465129Z;551;santorsola-thrd-5
10.3;0.02;3681;10.6;98.3;100;2025-05-06T00:16:16.601149810Z;551;santorsola-thrd-5
10.3;0.03;3681;10.6;98;100;2025-05-06T00:36:16.580363424Z;551;santorsola-thrd-5
10.2;0.02;3681;10.5;98.3;100;2025-05-06T00:56:16.564950997Z;551;santorsola-thrd-5
10.3;0.02;3683;10.5;98.5;100;2025-05-06T01:16:16.550947058Z;551;santorsola-thrd-5
10.3;0.02;3681;10.5;98.6;100;2025-05-06T01:36:16.467289549Z;551;santorsola-thrd-5
10.3;0.02;3681;10.5;98.7;100;2025-05-06T01:56:16.518278882Z;551;santorsola-thrd-5
10.2;0.02;3681;10.4;98.6;100;2025-05-06T02:16:16.508989032Z;551;santorsola-thrd-5
10.3;0.02;3683;10.5;98.7;100;2025-05-06T02:36:16.163120962Z;551;santorsola-thrd-5
10.1;0.03;3683;10.4;97.9;100;2025-05-06T02:56:16.464791419Z;551;santorsola-thrd-5
10.2;0.02;3683;10.4;98.5;100;2025-05-06T03:16:16.457188943Z;551;santorsola-thrd-5
10.3;0.02;3681;10.5;98.6;100;2025-05-06T03:36:16.434155021Z;551;santorsola-thrd-5
10.2;0.02;3678;10.4;98.6;100;2025-05-06T03:56:16.419226264Z;551;santorsola-thrd-5
10.4;0.01;3681;10.6;98.9;100;2025-05-06T04:16:16.089833393Z;551;santorsola-thrd-5
10.6;0.02;3683;10.8;98.4;100;2025-05-06T04:36:16.387073532Z;551;santorsola-thrd-5
10.8;0.03;3681;11.2;97.4;100;2025-05-06T04:56:16.351206433Z;551;santorsola-thrd-5
11;0.05;3683;11.6;96;100;2025-05-06T05:16:16.353355221Z;551;santorsola-thrd-5
11.2;0.07;3683;12;95.2;100;2025-05-06T05:36:16.031438442Z;551;santorsola-thrd-5
11.3;0.1;3681;12.4;93;100;2025-05-06T05:56:16.325467859Z;551;santorsola-thrd-5
11.4;0.12;3683;12.7;91.8;100;2025-05-06T06:16:16.307014391Z;551;santorsola-thrd-5
11.2;0.14;3683;12.8;90.3;100;2025-05-06T06:36:16.226336801Z;551;santorsola-thrd-5
11.4;0.2;3683;13.5;87.2;100;2025-05-06T06:56:16.275695067Z;551;santorsola-thrd-5
11.6;0.24;3683;14.1;85.2;100;2025-05-06T07:16:16.242292687Z;551;santorsola-thrd-5
12;0.21;3683;14.2;87;100;2025-05-06T07:36:16.174332539Z;551;santorsola-thrd-5
11.9;0.24;3683;14.4;85.3;100;2025-05-06T07:56:16.219688708Z;551;santorsola-thrd-5
11.3;0.28;3683;14.2;82.8;100;2025-05-06T08:16:16.192029349Z;551;santorsola-thrd-5
11.2;0.23;3683;13.7;85.2;100;2025-05-06T08:36:16.180041622Z;551;santorsola-thrd-5
11;0.24;3683;13.6;84.4;100;2025-05-06T08:56:16.159307067Z;551;santorsola-thrd-5
11.7;0.24;3683;14.2;85.2;100;2025-05-06T09:16:16.132327505Z;551;santorsola-thrd-5
12;0.29;3681;14.9;82.7;100;2025-05-06T09:36:16.112670500Z;551;santorsola-thrd-5
12;0.33;3683;15.2;81.1;100;2025-05-06T09:56:16.101503400Z;551;santorsola-thrd-5
12.5;0.34;3683;15.8;80.9;100;2025-05-06T10:16:15.760800051Z;551;santorsola-thrd-5
12.4;0.34;3683;15.7;80.9;100;2025-05-06T10:36:16.059313206Z;551;santorsola-thrd-5
12.1;0.26;3683;14.7;84.6;100;2025-05-06T10:56:16.050428683Z;551;santorsola-thrd-5
12.3;0.26;3683;14.9;84.7;100;2025-05-06T11:16:16.023661862Z;551;santorsola-thrd-5
12.8;0.32;3683;15.9;82.1;100;2025-05-06T11:36:16.011527331Z;551;santorsola-thrd-5
12.5;0.32;3683;15.6;81.7;100;2025-05-06T11:56:15.987460654Z;551;santorsola-thrd-5
12.5;0.32;3683;15.6;81.9;100;2025-05-06T12:16:15.957127830Z;551;santorsola-thrd-5
12.3;0.37;3683;15.9;79.3;100;2025-05-06T12:36:15.936802476Z;551;santorsola-thrd-5
11.9;0.39;3683;15.7;78.2;100;2025-05-06T12:56:15.933474485Z;551;santorsola-thrd-5
12;0.46;3683;16.4;75.4;100;2025-05-06T13:16:15.907639140Z;551;santorsola-thrd-5
13.1;0.62;3683;18.5;70.8;100;2025-05-06T13:36:15.890763681Z;551;santorsola-thrd-5
11.8;0.56;3683;17.1;71.2;100;2025-05-06T13:56:15.554054663Z;551;santorsola-thrd-5
11.8;0.43;3683;16;76.1;100;2025-05-06T14:16:15.858396559Z;551;santorsola-thrd-5
11.8;0.35;3683;15.3;79.8;100;2025-05-06T14:36:15.526828727Z;551;santorsola-thrd-5
11.6;0.34;3683;15.1;80;100;2025-05-06T14:56:15.817569456Z;551;santorsola-thrd-5
11.8;0.26;3683;14.4;84.3;100;2025-05-06T15:16:15.807533316Z;551;santorsola-thrd-5
12.1;0.24;3683;14.5;85.5;100;2025-05-06T15:36:15.781437243Z;551;santorsola-thrd-5
11.8;0.22;3681;14;86.5;100;2025-05-06T15:56:15.755696660Z;551;santorsola-thrd-5
12.1;0.16;3683;13.7;90;100;2025-05-06T16:16:15.735045854Z;551;santorsola-thrd-5
11.9;0.14;3673;13.4;90.7;100;2025-05-06T16:36:15.727827333Z;551;santorsola-thrd-5
11.9;0.13;3683;13.2;91.7;100;2025-05-06T16:56:15.716566117Z;551;santorsola-thrd-5
11.6;0.11;3683;12.7;92.8;100;2025-05-06T17:16:15.692042588Z;551;santorsola-thrd-5
11.3;0.08;3681;12.2;94.1;100;2025-05-06T17:36:15.682663560Z;551;santorsola-thrd-5
11.2;0.06;3683;11.9;95.5;100;2025-05-06T17:56:15.653061179Z;551;santorsola-thrd-5
11.2;0.05;3683;11.8;96.1;100;2025-05-06T18:16:15.618622441Z;551;santorsola-thrd-5
11;0.05;3675;11.6;96.3;100;2025-05-06T18:36:15.620478955Z;551;santorsola-thrd-5
11.1;0.05;3683;11.6;96.6;100;2025-05-06T18:56:15.600903584Z;551;santorsola-thrd-5
11.1;0.04;3683;11.6;97;100;2025-05-06T19:16:15.587692885Z;551;santorsola-thrd-5
11.1;0.04;3681;11.5;97.3;100;2025-05-06T19:36:15.569011403Z;551;santorsola-thrd-5
11.1;0.04;3681;11.5;97.3;100;2025-05-06T19:56:15.543845745Z;551;santorsola-thrd-5
11.1;0.04;3683;11.5;97.2;100;2025-05-06T20:16:15.534840421Z;551;santorsola-thrd-5
11;0.04;3683;11.4;97.2;100;2025-05-06T20:36:15.523967737Z;551;santorsola-thrd-5
10.9;0.03;3681;11.3;97.7;100;2025-05-06T20:56:15.495603952Z;551;santorsola-thrd-5
11;0.03;3683;11.3;98;100;2025-05-06T21:16:15.494854133Z;551;santorsola-thrd-5
11.1;0.02;3683;11.4;98.3;100;2025-05-06T21:36:15.460114490Z;551;santorsola-thrd-5
11;0.03;3683;11.3;97.8;100;2025-05-06T21:56:15.140102102Z;551;santorsola-thrd-5
11;0.03;3681;11.3;97.8;100;2025-05-06T22:16:15.442533721Z;551;santorsola-thrd-5
11;0.03;3683;11.3;98;100;2025-05-06T22:36:15.418981757Z;551;santorsola-thrd-5
11;0.03;3681;11.3;98.1;100;2025-05-06T22:56:15.415922483Z;551;santorsola-thrd-5
10.9;0.03;3681;11.2;98.1;100;2025-05-06T23:16:15.080924246Z;551;santorsola-thrd-5
10.8;0.02;3683;11.1;98.3;100;2025-05-06T23:36:15.368449557Z;551;santorsola-thrd-5
10.8;0.02;3681;11;98.4;100;2025-05-06T23:56:15.357955431Z;551;santorsola-thrd-5
10.6;0.02;3681;10.9;98.1;100;2025-05-07T00:16:15.348415834Z;551;santorsola-thrd-5
10.6;0.02;3678;10.9;98.2;100;2025-05-07T00:36:15.332418796Z;551;santorsola-thrd-5
10.7;0.02;3683;11;98.3;100;2025-05-07T00:56:15.315107900Z;551;santorsola-thrd-5
10.7;0.03;3681;11;98;100;2025-05-07T01:16:15.300927913Z;551;santorsola-thrd-5
10.7;0.02;3681;11;98.1;100;2025-05-07T01:36:15.278340789Z;551;santorsola-thrd-5
10.7;0.02;3683;11;98.2;100;2025-05-07T01:56:15.268781645Z;551;santorsola-thrd-5
10.7;0.02;3683;10.9;98.4;100;2025-05-07T02:16:15.250200223Z;551;santorsola-thrd-5
10.6;0.02;3683;10.9;98.1;100;2025-05-07T02:36:14.908869693Z;551;santorsola-thrd-5
10.6;0.03;3681;11;97.7;100;2025-05-07T02:56:15.220605918Z;551;santorsola-thrd-5
10.6;0.03;3683;11;97.6;100;2025-05-07T03:16:15.199653274Z;551;santorsola-thrd-5
10.7;0.03;3683;11;97.8;100;2025-05-07T03:36:14.872139605Z;551;santorsola-thrd-5
10.6;0.03;3681;10.9;98;100;2025-05-07T03:56:15.179303220Z;551;santorsola-thrd-5
10.7;0.02;3683;11;98.1;100;2025-05-07T04:16:15.157423680Z;551;santorsola-thrd-5
10.7;0.04;3683;11.1;97.3;100;2025-05-07T04:36:15.131608269Z;551;santorsola-thrd-5
10.8;0.04;3683;11.3;96.8;100;2025-05-07T04:56:15.124261848Z;551;santorsola-thrd-5
10.9;0.06;3681;11.6;95.6;100;2025-05-07T05:16:14.786542109Z;551;santorsola-thrd-5
11.2;0.07;3681;12;95;100;2025-05-07T05:36:15.084263086Z;551;santorsola-thrd-5
11.6;0.1;3683;12.7;93.3;100;2025-05-07T05:56:15.073537568Z;551;santorsola-thrd-5
11.5;0.13;3683;12.9;91.2;100;2025-05-07T06:16:14.991286957Z;551;santorsola-thrd-5
11.7;0.17;3683;13.5;89.2;100;2025-05-07T06:36:14.716267649Z;551;santorsola-thrd-5
12.1;0.21;3683;14.2;87.3;100;2025-05-07T06:56:15.009750100Z;551;santorsola-thrd-5
12;0.27;3683;14.7;84.1;100;2025-05-07T07:16:14.930295541Z;551;santorsola-thrd-5
12.1;0.29;3683;15;83;100;2025-05-07T07:36:14.982123205Z;551;santorsola-thrd-5
12;0.29;3683;14.9;83;100;2025-05-07T07:56:14.945042651Z;551;santorsola-thrd-5
11.5;0.23;3683;13.9;85.6;100;2025-05-07T08:16:14.943407454Z;551;santorsola-thrd-5
11.6;0.24;3683;14.1;85.1;100;2025-05-07T08:36:14.911576460Z;551;santorsola-thrd-5
12.4;0.22;3683;14.6;86.7;100;2025-05-07T08:56:14.897923024Z;551;santorsola-thrd-5
12.8;0.24;3683;15.1;86;100;2025-05-07T09:16:14.883274034Z;551;santorsola-thrd-5
12.6;0.27;3683;15.2;84.4;100;2025-05-07T09:36:14.855980268Z;551;santorsola-thrd-5
12.5;0.23;3683;14.8;86.4;100;2025-05-07T09:56:14.525802809Z;551;santorsola-thrd-5
12.4;0.18;3683;14.2;89;100;2025-05-07T10:16:14.830052810Z;551;santorsola-thrd-5
12.3;0.14;3683;13.7;91.1;100;2025-05-07T10:36:14.807656966Z;551;santorsola-thrd-5
11.9;0.13;3681;13.3;91.2;100;2025-05-07T10:56:14.788437428Z;551;santorsola-thrd-5
11.9;0.14;3683;13.3;91.1;100;2025-05-07T11:16:14.768452664Z;551;santorsola-thrd-5
11.8;0.15;3681;13.4;90;100;2025-05-07T11:36:14.754552088Z;551;santorsola-thrd-5
12.1;0.17;3683;13.8;89.3;100;2025-05-07T11:56:14.742799162Z;551;santorsola-thrd-5
12.5;0.18;3683;14.3;88.9;100;2025-05-07T12:16:14.390257507Z;551;santorsola-thrd-5
12.1;0.18;3683;14;88.7;100;2025-05-07T12:36:14.684488883Z;551;santorsola-thrd-5
11.4;0.19;3683;13.5;87.4;100;2025-05-07T12:56:14.684676497Z;551;santorsola-thrd-5
11.4;0.17;3683;13.2;89.1;100;2025-05-07T13:16:14.595464601Z;551;santorsola-thrd-5
11.5;0.14;3683;13;90.5;100;2025-05-07T13:36:14.575679522Z;551;santorsola-thrd-5
12;0.19;3683;14;88.1;100;2025-05-07T13:56:14.624472676Z;551;santorsola-thrd-5
12;0.24;3683;14.4;85.4;100;2025-05-07T14:16:14.605530448Z;551;santorsola-thrd-5
12.5;0.29;3683;15.3;83.5;100;2025-05-07T14:36:14.576200255Z;551;santorsola-thrd-5
11.6;0.25;3681;14.2;84.5;100;2025-05-07T14:56:14.576602998Z;551;santorsola-thrd-5
11.8;0.22;3681;14.1;86.2;100;2025-05-07T15:16:14.553125539Z;551;santorsola-thrd-5
11.8;0.25;3683;14.3;84.8;100;2025-05-07T15:36:14.208702380Z;551;santorsola-thrd-5
11.3;0.22;3683;13.6;86;100;2025-05-07T15:56:14.507328575Z;551;santorsola-thrd-5
10.9;0.17;3683;12.8;88.5;100;2025-05-07T16:16:14.496055850Z;551;santorsola-thrd-5
11.2;0.15;3683;12.8;90;100;2025-05-07T16:36:14.463835885Z;551;santorsola-thrd-5
11.1;0.17;3673;13;88.6;100;2025-05-07T16:56:14.460369594Z;551;santorsola-thrd-5
10.6;0.16;3683;12.4;88.9;100;2025-05-07T17:16:14.440116612Z;551;santorsola-thrd-5
10.5;0.1;3683;11.7;92.7;100;2025-05-07T17:36:14.447569336Z;551;santorsola-thrd-5
10.7;0.06;3683;11.4;95.3;100;2025-05-07T17:56:14.398830526Z;551;santorsola-thrd-5
10.7;0.05;3683;11.3;95.9;100;2025-05-07T18:16:14.062682555Z;551;santorsola-thrd-5
10.6;0.04;3683;11.1;96.9;100;2025-05-07T18:36:14.368798074Z;551;santorsola-thrd-5
10.8;0.03;3683;11.2;97.5;100;2025-05-07T18:56:14.351258677Z;551;santorsola-thrd-5
10.7;0.03;3683;11.1;97.6;100;2025-05-07T19:16:14.337675143Z;551;santorsola-thrd-5
10.7;0.03;3683;11;97.9;100;2025-05-07T19:36:14.332718075Z;551;santorsola-thrd-5
10.6;0.03;3681;11;97.6;100;2025-05-07T19:56:14.300201591Z;551;santorsola-thrd-5
10.6;0.02;3683;10.9;98.1;100;2025-05-07T20:16:14.290072276Z;551;santorsola-thrd-5
10.7;0.02;3681;10.9;98.4;100;2025-05-07T20:36:14.213945141Z;551;santorsola-thrd-5
10.7;0.02;3683;10.9;98.6;100;2025-05-07T20:56:14.248146446Z;551;santorsola-thrd-5
10.9;0.01;3681;11.1;98.9;100;2025-05-07T21:16:14.256076819Z;551;santorsola-thrd-5
10.1;0.03;3683;10.5;97.5;100;2025-05-07T21:36:14.224802887Z;551;santorsola-thrd-5
10;0.03;3681;10.3;98;100;2025-05-07T21:56:14.210458384Z;551;santorsola-thrd-5
10;0.02;3681;10.2;98.5;100;2025-05-07T22:16:14.194669419Z;551;santorsola-thrd-5
9.8;0.02;3683;10;98.6;100;2025-05-07T22:36:13.861745974Z;551;santorsola-thrd-5
9.5;0.02;3683;9.8;98.3;100;2025-05-07T22:56:14.164241007Z;551;santorsola-thrd-5
9.2;0.02;3683;9.5;98.3;100;2025-05-07T23:16:14.143622262Z;551;santorsola-thrd-5
9.2;0.02;3681;9.4;98.7;100;2025-05-07T23:36:14.129626445Z;551;santorsola-thrd-5
9.3;0.01;3683;9.5;99;100;2025-05-07T23:56:14.113419034Z;551;santorsola-thrd-5
9.1;0.01;3681;9.3;98.8;100;2025-05-08T00:16:14.104798246Z;551;santorsola-thrd-5
9;0.01;3683;9.2;99;100;2025-05-08T00:36:13.760469888Z;551;santorsola-thrd-5
8.9;0.01;3683;9.1;98.8;100;2025-05-08T00:56:14.069031409Z;551;santorsola-thrd-5
8.7;0.02;3683;8.9;98.4;100;2025-05-08T01:16:14.057987035Z;551;santorsola-thrd-5
