,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min
6741,2025-04-07 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6742,2025-04-07 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6743,2025-04-07 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6744,2025-04-07 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6745,2025-04-07 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6746,2025-04-08 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6747,2025-04-08 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6748,2025-04-08 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6749,2025-04-08 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6750,2025-04-08 04:00:00+00:00,2,21455,1.833333333,2,21455,5.5,2,21455,0
6751,2025-04-08 05:00:00+00:00,2,21455,30.5,2,21455,43,2,21455,17.4
6752,2025-04-08 06:00:00+00:00,2,21455,179.1333333,2,21455,271,2,21455,65
6753,2025-04-08 07:00:00+00:00,2,21455,363.8,2,21455,451.4,2,21455,282
6754,2025-04-08 08:00:00+00:00,2,21455,563.0666667,2,21455,629.9,2,21455,500.8
6755,2025-04-08 09:00:00+00:00,2,21455,705.9,2,21455,772.7,2,21455,663.8
6756,2025-04-08 10:00:00+00:00,2,21455,756.5,2,21455,786.4,2,21455,733.3
6757,2025-04-08 11:00:00+00:00,2,21455,665.3,2,21455,681.2,2,21455,654.6
6758,2025-04-08 12:00:00+00:00,2,21455,752.8666667,2,21455,803.8,2,21455,678.4
6759,2025-04-08 13:00:00+00:00,2,21455,757.7333333,2,21455,822.1,2,21455,707.7
6760,2025-04-08 14:00:00+00:00,2,21455,564.8666667,2,21455,640.9,2,21455,479.7
6761,2025-04-08 15:00:00+00:00,2,21455,398.5666667,2,21455,459.6,2,21455,336
6762,2025-04-08 16:00:00+00:00,2,21455,189.5333333,2,21455,248.1,2,21455,122.7
6763,2025-04-08 17:00:00+00:00,2,21455,28.4,2,21455,56.8,2,21455,7.3
6764,2025-04-08 18:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6765,2025-04-08 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6766,2025-04-08 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6767,2025-04-08 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6768,2025-04-08 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6769,2025-04-08 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6770,2025-04-09 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6771,2025-04-09 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6772,2025-04-09 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6773,2025-04-09 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6774,2025-04-09 04:00:00+00:00,2,21455,1.833333333,2,21455,5.5,2,21455,0
6775,2025-04-09 05:00:00+00:00,2,21455,37.53333333,2,21455,58.6,2,21455,20.1
6776,2025-04-09 06:00:00+00:00,2,21455,177.9,2,21455,243.5,2,21455,88.8
6777,2025-04-09 07:00:00+00:00,2,21455,348.5,2,21455,428.5,2,21455,291.1
6778,2025-04-09 08:00:00+00:00,2,21455,493.1666667,2,21455,642.7,2,21455,367.1
6779,2025-04-09 09:00:00+00:00,2,21455,547.5,2,21455,693.1,2,21455,471.5
6780,2025-04-09 10:00:00+00:00,2,21455,751.6333333,2,21455,909.1,2,21455,503.5
6781,2025-04-09 11:00:00+00:00,2,21455,644.8666667,2,21455,676.6,2,21455,617.1
